date,close
20020227,3.567
20020228,0.139
20020301,2.095
20020304,5.735
20020305,-0.893
20020306,0.089
20020307,2.519
20020308,2.018
20020311,0.282
20020312,-2.652
20020313,-1.668
20020314,1.336
20020315,0.682
20020318,-1.293
20020319,2.528
20020320,-2.282
20020322,-1.589
20020325,-0.743
20020326,-0.473
20020327,1.028
20020328,0.083
20020329,-2.757
20020401,0.034
20020402,1.581
20020403,1.736
20020404,-0.189
20020405,-0.385
20020408,0.153
20020409,-2.122
20020410,0.932
20020411,-0.638
20020412,-1.667
20020415,1.578
20020416,1.862
20020417,1.722
20020418,0.277
20020419,-0.552
20020422,1.805
20020423,0.130
20020424,-0.546
20020425,-0.207
20020426,-0.926
20020430,-0.424
20020501,0.523
20020502,-0.015
20020507,-2.055
20020508,1.793
20020509,0.972
20020510,-0.882
20020513,-1.698
20020514,0.170
20020515,2.494
20020516,0.819
20020517,0.921
20020520,0.078
20020521,-0.468
20020522,1.354
20020523,0.149
20020524,-0.030
20020527,0.001
20020528,-0.337
20020529,-0.698
20020530,-0.702
20020531,-0.054
20020603,1.164
20020604,-2.109
20020605,0.093
20020606,-0.765
20020607,-1.185
20020610,-0.599
20020611,0.694
20020612,-1.075
20020613,-1.622
20020614,-2.032
20020617,-2.377
20020618,1.635
20020619,-3.413
20020620,1.297
20020621,-2.467
20020624,1.123
20020625,0.242
20020626,-4.104
20020627,1.840
20020628,3.450
20020701,-0.249
20020702,0.253
20020703,1.773
20020704,-1.674
20020705,1.801
20020708,-0.527
20020709,1.758
20020710,-1.912
20020711,-2.514
20020712,1.097
20020715,-2.158
20020716,-1.209
20020717,0.444
20020718,1.945
20020719,-2.859
20020722,-0.131
20020723,0.261
20020724,-2.658
20020725,-0.179
20020726,-3.472
20020729,0.786
20020730,3.427
20020731,-1.265
20020801,-0.858
20020802,-0.860
20020805,-0.049
20020806,-2.123
20020807,3.449
20020808,-0.355
20020809,2.023
20020812,-2.552
20020813,-0.609
20020814,-0.519
20020815,1.617
20020816,-0.076
20020819,-1.950
20020820,0.225
20020821,0.228
20020822,1.762
20020823,0.543
20020826,2.009
20020827,-1.606
20020828,-1.429
20020829,-1.512
20020830,-0.009
20020902,-1.021
20020903,-3.251
20020904,-1.552
20020905,1.607
20020906,-1.014
20020909,1.922
20020910,0.033
20020911,0.970
20020912,0.161
20020913,-1.858
20020917,3.216
20020918,-0.756
20020919,2.064
20020920,-1.969
20020924,-1.696
20020925,-1.690
20020926,1.682
20020927,2.223
20020930,-1.556
20021001,-2.384
20021002,-1.240
20021003,-1.255
20021004,1.014
20021007,-3.834
20021008,0.240
20021009,-1.966
20021010,-1.175
20021011,1.061
20021015,3.537
20021016,0.543
20021017,0.841
20021018,1.399
20021021,-1.193
20021022,-3.272
20021023,0.289
20021024,-1.157
20021025,1.292
20021028,0.357
20021029,-0.558
20021030,0.548
20021031,-1.335
20021101,0.522
20021105,2.858
20021106,0.176
20021107,-0.368
20021108,-2.608
20021111,-2.687
20021112,0.052
20021113,-0.311
20021114,-1.614
20021115,2.382
20021118,-1.870
20021119,0.230
20021120,1.122
20021121,2.434
20021122,1.198
20021125,1.940
20021126,-1.356
20021127,0.586
20021128,3.334
20021129,0.422
20021202,-0.447
20021203,0.333
20021204,-2.179
20021205,-0.995
20021206,-0.611
20021209,-0.398
20021210,-0.267
20021211,-0.877
20021212,-0.218
20021213,-2.237
20021216,-0.768
20021217,0.705
20021218,-1.978
20021219,0.521
20021220,0.230
20021224,1.247
20021225,-0.132
20021226,2.313
20021227,0.160
20021230,-1.563
20030106,1.554
20030107,-0.654
20030108,-1.615
20030109,-0.234
20030110,-0.324
20030114,0.971
20030115,0.684
20030116,-0.030
20030117,0.937
20030120,-1.524
20030121,1.735
20030122,-1.126
20030123,2.067
20030124,-0.677
20030127,-1.409
20030128,-0.981
20030129,-2.306
20030130,-0.171
20030131,0.278
20030203,1.910
20030204,-0.187
20030205,0.763
20030206,-0.771
20030207,-0.426
20030210,0.434
20030212,2.090
20030213,-0.747
20030214,1.182
20030217,0.801
20030218,-0.904
20030219,-0.167
20030220,-0.318
20030221,-1.601
20030224,0.602
20030225,-2.416
20030226,-0.044
20030227,0.031
20030228,0.044
20030303,1.511
20030304,-0.120
20030305,-0.090
20030306,-1.229
20030307,-2.726
20030310,-1.259
20030311,-2.261
20030312,1.020
20030313,-0.942
20030314,1.690
20030317,-1.651
20030318,1.047
20030319,1.207
20030320,1.773
20030324,2.887
20030325,-2.355
20030326,1.364
20030327,0.200
20030328,-1.063
20030331,-3.784
20030401,0.176
20030402,1.035
20030403,-0.648
20030404,0.701
20030407,2.155
20030408,-1.448
20030409,-0.912
20030410,-0.966
20030411,-2.072
20030414,-0.827
20030415,1.113
20030416,0.517
20030417,-0.734
20030418,0.670
20030421,1.194
20030422,-2.267
20030423,0.037
20030424,0.782
20030425,-1.994
20030428,-1.197
20030430,2.896
20030501,0.406
20030502,0.557
20030506,2.206
20030507,0.324
20030508,-0.969
20030509,1.491
20030512,0.842
20030513,-0.376
20030514,0.665
20030515,-1.485
20030516,-0.075
20030519,-0.968
20030520,0.253
20030521,-0.510
20030522,0.413
20030523,1.640
20030526,0.519
20030527,-1.310
20030528,1.393
20030529,1.700
20030530,0.585
20030602,1.445
20030603,0.202
20030604,-0.077
20030605,1.154
20030606,1.475
20030609,0.419
20030610,-0.382
20030611,1.145
20030612,0.318
20030613,0.693
20030616,-1.580
20030617,2.162
20030618,0.662
20030619,0.193
20030620,0.108
20030623,0.183
20030624,-2.413
20030625,0.146
20030626,-0.099
20030627,2.004
20030630,-0.230
20030701,2.128
20030702,3.326
20030703,0.339
20030704,-0.804
20030707,2.558
20030708,1.052
20030709,0.927
20030710,-0.354
20030711,-3.270
20030714,1.241
20030715,-0.047
20030716,-0.154
20030717,-2.466
20030718,0.303
20030722,-0.439
20030723,1.355
20030724,0.577
20030725,-0.238
20030728,1.969
20030729,-0.057
20030730,-2.072
20030731,-0.724
20030801,0.505
20030804,-1.667
20030805,-0.746
20030806,-0.627
20030807,-0.628
20030808,0.667
20030811,1.704
20030812,0.808
20030813,1.946
20030814,1.635
20030815,-0.506
20030818,1.704
20030819,1.397
20030820,1.153
20030821,0.684
20030822,-0.790
20030825,-0.044
20030826,0.543
20030827,-0.228
20030828,-0.816
20030829,1.151
20030901,3.109
20030902,0.186
20030903,0.239
20030904,-0.644
20030905,0.036
20030908,0.309
20030909,2.206
20030910,-0.604
20030911,-2.897
20030912,1.566
20030916,1.613
20030917,0.942
20030918,0.392
20030919,-0.864
20030922,-4.328
20030924,0.259
20030925,-1.848
20030926,0.081
20030929,-0.865
20030930,-0.103
20031001,1.382
20031002,2.217
20031003,1.087
20031006,0.288
20031007,0.744
20031008,-2.604
20031009,-0.102
20031010,2.389
20031014,1.659
20031015,-0.608
20031016,1.142
20031017,0.115
20031020,1.116
20031021,-1.173
20031022,-1.295
20031023,-5.226
20031024,0.005
20031027,1.139
20031028,1.017
20031029,1.673
20031030,-0.407
20031031,-1.279
20031104,2.694
20031105,-0.096
20031106,-2.667
20031107,0.724
20031110,-1.178
20031111,-2.873
20031112,0.188
20031113,1.084
20031114,-1.664
20031117,-3.812
20031118,1.120
20031119,-2.895
20031120,2.578
20031121,-0.131
20031125,1.084
20031126,1.837
20031127,0.183
20031128,-0.620
20031201,2.953
20031202,0.066
20031203,-0.808
20031204,0.998
20031205,-0.543
20031208,-3.214
20031209,0.783
20031210,-2.134
20031211,1.647
20031212,0.934
20031215,3.109
20031216,-2.111
20031217,-1.758
20031218,0.112
20031219,1.771
20031222,0.852
20031224,-0.012
20031225,-0.057
20031226,0.501
20031229,0.796
20031230,1.662
20040105,1.382
20040106,-0.103
20040107,-0.521
20040108,0.739
20040109,1.169
20040113,-1.058
20040114,0.123
20040115,-1.838
20040116,1.785
20040119,1.636
20040120,0.603
20040121,-0.911
20040122,-0.015
20040123,0.619
20040126,-0.875
20040127,-0.407
20040128,-0.694
20040129,-0.675
20040130,0.039
20040202,-0.064
20040203,-1.259
20040204,-1.846
20040205,0.166
20040206,-0.035
20040209,-0.559
20040210,-0.358
20040212,0.901
20040213,0.937
20040216,-0.085
20040217,1.434
20040218,-0.228
20040219,0.719
20040220,-0.308
20040223,1.374
20040224,-2.090
20040225,0.137
20040226,1.458
20040227,2.074
20040301,2.054
20040302,0.799
20040303,-0.084
20040304,0.438
20040305,1.181
20040308,-0.299
20040309,0.253
20040310,-0.860
20040311,-1.198
20040312,-1.196
20040315,1.380
20040316,-0.670
20040317,1.716
20040318,0.414
20040319,-0.574
20040322,-0.880
20040323,-0.331
20040324,0.741
20040325,1.449
20040326,2.058
20040329,-0.446
20040330,-0.210
20040331,0.185
20040401,-0.273
20040402,1.128
20040405,1.198
20040406,1.010
20040407,-0.499
20040408,0.605
20040409,-1.626
20040412,1.213
20040413,0.704
20040414,-0.245
20040415,-2.492
20040416,0.205
20040419,-0.512
20040420,1.586
20040421,-0.067
20040422,0.299
20040423,1.166
20040426,0.356
20040427,-0.983
20040428,-0.338
20040430,-2.041
20040506,-1.632
20040507,-1.152
20040510,-4.965
20040511,0.206
20040512,2.234
20040513,-2.989
20040514,0.226
20040517,-3.227
20040518,1.942
20040519,2.368
20040520,-0.968
20040521,1.899
20040524,0.283
20040525,-1.257
20040526,1.711
20040527,0.125
20040528,1.277
20040531,-0.649
20040601,0.536
20040602,-0.483
20040603,-1.934
20040604,0.912
20040607,2.764
20040608,0.714
20040609,-0.629
20040610,1.096
20040611,-0.425
20040614,-0.305
20040615,-0.909
20040616,2.206
20040617,-0.291
20040618,-1.965
20040621,1.898
20040622,-0.163
20040623,-0.006
20040624,1.403
20040625,0.308
20040628,0.876
20040629,-0.196
20040630,-0.016
20040701,0.313
20040702,-1.478
20040705,-1.546
20040706,-0.577
20040707,-0.791
20040708,-0.552
20040709,0.891
20040712,1.380
20040713,0.227
20040714,-2.194
20040715,0.461
20040716,0.235
20040720,-1.565
20040721,1.547
20040722,-1.310
20040723,-0.870
20040726,-0.249
20040727,-1.154
20040728,1.555
20040729,-0.784
20040730,1.862
20040802,-0.918
20040803,-0.730
20040804,-1.179
20040805,0.461
20040806,-0.802
20040809,-0.584
20040810,0.410
20040811,0.872
20040812,-0.194
20040813,-2.487
20040816,-0.647
20040817,0.356
20040818,0.449
20040819,1.193
20040820,-0.132
20040823,0.657
20040824,0.222
20040825,1.309
20040826,-0.006
20040827,0.719
20040830,-0.224
20040831,-0.923
20040901,0.410
20040902,0.228
20040903,-1.175
20040906,1.993
20040907,0.484
20040908,-0.175
20040909,-0.964
20040910,-0.788
20040913,1.521
20040914,0.377
20040915,-1.220
20040916,-0.172
20040917,-0.512
20040921,-0.015
20040922,-0.556
20040924,-1.134
20040927,-0.329
20040928,-0.404
20040929,-0.273
20040930,0.347
20041001,1.482
20041004,2.645
20041005,0.020
20041006,0.914
20041007,-0.271
20041008,-0.046
20041012,-1.309
20041013,-0.052
20041014,-1.455
20041015,-0.466
20041018,-0.158
20041019,0.901
20041020,-1.665
20041021,-0.858
20041022,0.627
20041025,-1.840
20041026,0.125
20041027,0.182
20041028,1.496
20041029,-0.756
20041101,-0.341
20041102,1.416
20041104,0.535
20041105,1.050
20041108,-0.707
20041109,-0.173
20041110,0.274
20041111,-1.356
20041112,1.583
20041115,1.866
20041116,-0.588
20041117,-0.273
20041118,-0.440
20041119,0.004
20041122,-2.129
20041124,0.211
20041125,0.257
20041126,-0.613
20041129,1.322
20041130,-0.719
20041201,-1.061
20041202,1.736
20041203,0.924
20041206,-0.843
20041207,-0.991
20041208,0.621
20041209,-1.517
20041210,-0.184
20041213,0.301
20041214,1.164
20041215,0.374
20041216,-0.293
20041217,1.399
20041220,0.226
20041221,0.202
20041222,0.748
20041224,1.382
20041227,-0.028
20041228,0.542
20041229,-0.373
20041230,0.937
20050104,0.252
20050105,-0.699
20050106,0.477
20050107,-0.515
20050111,0.929
20050112,-0.753
20050113,-0.834
20050114,0.703
20050117,0.425
20050118,-0.557
20050119,-0.157
20050120,-1.063
20050121,-0.412
20050124,0.454
20050125,-0.111
20050126,0.880
20050127,-0.310
20050128,-0.183
20050131,0.590
20050201,-0.028
20050202,0.200
20050203,-0.156
20050204,-0.255
20050207,1.220
20050208,-0.082
20050209,-0.149
20050210,0.697
20050214,0.678
20050215,0.123
20050216,-0.385
20050217,-0.164
20050218,0.666
20050221,-0.078
20050222,-0.459
20050223,-0.844
20050224,0.269
20050225,1.096
20050228,0.704
20050301,0.340
20050302,0.281
20050303,0.361
20050304,0.140
20050307,0.440
20050308,-0.323
20050309,0.669
20050310,-0.854
20050311,0.496
20050314,-0.619
20050315,-0.246
20050316,0.440
20050317,-0.826
20050318,0.882
20050322,-0.319
20050323,-0.872
20050324,0.058
20050325,0.129
20050328,0.265
20050329,-1.646
20050330,-0.293
20050331,0.887
20050401,0.467
20050404,-0.480
20050405,0.911
20050406,0.448
20050407,-0.137
20050408,0.538
20050411,-1.093
20050412,-0.643
20050413,-0.281
20050414,-0.641
20050415,-1.679
20050418,-3.876
20050419,1.158
20050420,0.205
20050421,-0.944
20050422,0.559
20050425,0.252
20050426,-0.343
20050427,-0.276
20050428,0.032
20050502,-0.062
20050506,1.713
20050509,-0.186
20050510,-0.106
20050511,-0.348
20050512,-0.385
20050513,-0.261
20050516,-0.926
20050517,-1.119
20050518,0.093
20050519,2.207
20050520,-0.361
20050523,1.094
20050524,-0.224
20050525,-1.077
20050526,0.123
20050527,1.480
20050530,0.659
20050531,0.091
20050601,0.470
20050602,-0.439
20050603,0.177
20050606,-0.261
20050607,-0.473
20050608,0.565
20050609,-1.071
20050610,1.276
20050613,0.064
20050614,0.216
20050615,0.703
20050616,0.004
20050617,0.852
20050620,-0.267
20050621,0.047
20050622,0.508
20050623,0.255
20050624,-0.344
20050627,-1.070
20050628,0.868
20050629,0.551
20050630,0.057
20050701,0.397
20050704,0.184
20050705,-0.300
20050706,-0.113
20050707,-0.115
20050708,-0.209
20050711,0.936
20050712,0.149
20050713,-0.277
20050714,0.892
20050715,-0.047
20050719,0.052
20050720,0.208
20050721,-0.022
20050722,-0.781
20050725,0.576
20050726,-0.210
20050727,0.824
20050728,0.196
20050729,0.348
20050801,0.397
20050802,-0.056
20050803,0.348
20050804,-0.825
20050805,-0.988
20050808,0.106
20050809,1.025
20050810,1.648
20050811,1.357
20050812,-0.013
20050815,-0.042
20050816,0.481
20050817,-0.346
20050818,0.279
20050819,-0.127
20050822,1.300
20050823,0.164
20050824,0.235
20050825,-0.780
20050826,0.276
20050829,-1.048
20050830,1.157
20050831,-0.318
20050901,0.749
20050902,0.741
20050905,0.276
20050906,-0.281
20050907,0.065
20050908,-0.586
20050909,1.254
20050912,1.598
20050913,0.043
20050914,-0.526
20050915,1.181
20050916,-0.217
20050920,1.455
20050921,0.364
20050922,-0.282
20050926,1.757
20050927,-0.619
20050928,0.941
20050929,1.341
20050930,-0.316
20051003,-0.362
20051004,1.567
20051005,-0.357
20051006,-2.443
20051007,-0.991
20051011,2.457
20051012,-0.688
20051013,-0.108
20051014,-0.214
20051017,-0.151
20051018,-0.359
20051019,-1.682
20051020,0.463
20051021,0.072
20051024,-0.713
20051025,1.322
20051026,0.858
20051027,0.165
20051028,-0.527
20051031,1.929
20051101,1.903
20051102,0.194
20051104,1.296
20051107,-0.102
20051108,-0.177
20051109,0.252
20051110,0.062
20051111,0.525
20051114,-0.276
20051115,-0.172
20051116,0.560
20051117,1.686
20051118,1.456
20051121,0.391
20051122,0.190
20051124,0.233
20051125,0.283
20051128,1.361
20051129,-0.396
20051130,-0.373
20051201,1.722
20051202,1.906
20051205,0.838
20051206,-0.826
20051207,0.397
20051208,-1.965
20051209,1.443
20051212,2.149
20051213,0.255
20051214,-2.012
20051215,-1.368
20051216,-0.535
20051219,1.429
20051220,1.610
20051221,2.002
20051222,-0.102
20051226,1.038
20051227,-0.862
20051228,1.400
20051229,0.919
20051230,-1.434
20060104,1.540
20060105,0.389
20060106,0.017
20060110,-1.867
20060111,1.473
20060112,0.497
20060113,0.059
20060116,-1.142
20060117,-2.882
20060118,-2.985
20060119,2.288
20060120,0.003
20060123,-2.164
20060124,1.859
20060125,0.013
20060126,1.522
20060127,3.522
20060130,0.549
20060131,0.594
20060201,-1.025
20060202,1.389
20060203,-0.305
20060206,0.528
20060207,-0.160
20060208,-2.718
20060209,1.021
20060210,-1.112
20060213,-2.366
20060214,1.916
20060215,-1.570
20060216,0.693
20060217,-2.080
20060220,-1.769
20060221,2.917
20060222,-0.714
20060223,1.972
20060224,0.036
20060227,0.564
20060228,0.077
20060301,-1.498
20060302,-0.343
20060303,-1.561
20060306,1.507
20060307,-1.108
20060308,-0.629
20060309,2.586
20060310,0.490
20060313,1.514
20060314,-0.756
20060315,0.496
20060316,-1.375
20060317,1.502
20060320,1.730
20060322,-0.781
20060323,-0.037
20060324,0.433
20060327,0.537
20060328,0.241
20060329,1.476
20060330,0.629
20060331,0.084
20060403,1.591
20060404,-0.233
20060405,-0.283
20060406,1.413
20060407,0.422
20060410,-0.610
20060411,-0.221
20060412,-1.478
20060413,0.213
20060414,0.201
20060417,-1.364
20060418,1.358
20060419,0.678
20060420,-0.188
20060421,0.498
20060424,-2.853
20060425,0.330
20060426,0.503
20060427,0.343
20060428,-1.225
20060501,0.115
20060502,1.338
20060508,0.801
20060509,-0.584
20060510,-1.400
20060511,-0.531
20060512,-1.556
20060515,-0.694
20060516,-2.013
20060517,0.919
20060518,-1.361
20060519,0.423
20060522,-1.859
20060523,-1.645
20060524,1.955
20060525,-1.351
20060526,1.750
20060529,-0.345
20060530,-0.354
20060531,-2.504
20060601,0.235
20060602,1.825
20060605,-0.769
20060606,-1.826
20060607,-1.895
20060608,-3.115
20060609,0.802
20060612,0.556
20060613,-4.230
20060614,0.638
20060615,1.120
20060616,2.784
20060619,-0.128
20060620,-1.436
20060621,-0.028
20060622,3.301
20060623,-0.077
20060626,0.187
20060627,0.128
20060628,-1.901
20060629,1.567
20060630,2.508
20060703,0.428
20060704,0.429
20060705,-0.735
20060706,-1.313
20060707,-0.090
20060710,1.589
20060711,-0.509
20060712,-1.461
20060713,-0.998
20060714,-1.688
20060718,-2.787
20060719,0.436
20060720,3.033
20060721,-0.844
20060724,-0.181
20060725,1.414
20060726,-0.811
20060727,1.967
20060728,1.069
20060731,0.740
20060801,-0.103
20060802,0.151
20060803,0.039
20060804,0.186
20060807,-2.252
20060808,2.029
20060809,1.233
20060810,-0.164
20060811,-0.422
20060814,1.859
20060815,-0.258
20060816,1.600
20060817,-0.315
20060818,0.530
20060821,-0.854
20060822,1.320
20060823,-0.112
20060824,-1.260
20060825,-0.138
20060828,-1.111
20060829,0.809
20060830,-0.117
20060831,1.679
20060901,-0.040
20060904,1.378
20060905,0.170
20060906,-0.624
20060907,-1.682
20060908,0.424
20060911,-1.795
20060912,-0.476
20060913,0.195
20060914,1.214
20060915,-0.474
20060919,0.046
20060920,-0.985
20060921,0.732
20060922,-1.268
20060925,-0.006
20060926,-0.490
20060927,2.479
20060928,0.482
20060929,0.639
20061002,0.783
20061003,-0.075
20061004,-0.987
20061005,2.255
20061006,-0.081
20061010,0.250
20061011,-0.466
20061012,-0.194
20061013,1.019
20061016,0.940
20061017,-0.487
20061018,0.249
20061019,-0.612
20061020,0.604
20061023,0.821
20061024,-0.050
20061025,-0.485
20061026,0.670
20061027,-0.851
20061030,-1.921
20061031,0.290
20061101,-0.147
20061102,-0.154
20061106,0.090
20061107,0.175
20061108,-1.090
20061109,-0.106
20061110,-0.533
20061113,-0.560
20061114,1.653
20061115,-0.283
20061116,-0.491
20061117,-0.447
20061120,-2.299
20061121,0.052
20061122,1.138
20061124,-1.135
20061127,0.954
20061128,-0.190
20061129,1.384
20061130,1.225
20061201,0.291
20061204,-0.112
20061205,-0.232
20061206,0.647
20061207,0.622
20061208,-0.338
20061211,0.669
20061212,0.662
20061213,0.331
20061214,0.813
20061215,0.504
20061218,0.282
20061219,-1.098
20061220,1.386
20061221,0.216
20061222,0.335
20061225,-0.071
20061226,0.445
20061227,0.462
20061228,-0.138
20061229,0.006
20070104,0.739
20070105,-1.522
20070109,0.852
20070110,-1.728
20070111,-0.617
20070112,1.291
20070115,0.892
20070116,-0.043
20070117,0.342
20070118,0.633
20070119,-0.349
20070122,0.655
20070123,-0.090
20070124,0.566
20070125,-0.281
20070126,-0.209
20070129,0.278
20070130,0.113
20070131,-0.612
20070201,0.780
20070202,0.157
20070205,-1.160
20070206,0.357
20070207,-0.660
20070208,0.001
20070209,1.218
20070213,0.667
20070214,0.742
20070215,0.811
20070216,-0.121
20070219,0.360
20070220,-0.005
20070221,-0.145
20070222,1.086
20070223,0.439
20070226,0.148
20070227,-0.525
20070228,-2.888
20070301,-0.859
20070302,-1.359
20070305,-3.401
20070306,1.208
20070307,-0.475
20070308,1.924
20070309,0.430
20070312,0.745
20070313,-0.659
20070314,-2.965
20070315,1.094
20070316,-0.692
20070319,1.573
20070320,0.899
20070322,1.481
20070323,0.352
20070326,0.236
20070327,-0.900
20070328,-0.637
20070329,0.053
20070330,0.137
20070402,-1.511
20070403,1.258
20070404,1.725
20070405,-0.301
20070406,-0.038
20070409,1.470
20070410,-0.447
20070411,0.030
20070412,-0.736
20070413,-1.011
20070416,1.511
20070417,-0.574
20070418,0.795
20070419,-1.686
20070420,0.463
20070423,0.016
20070424,-0.021
20070425,-1.243
20070426,1.114
20070427,-0.165
20070501,-0.723
20070502,0.692
20070507,1.568
20070508,-0.074
20070509,0.516
20070510,-0.063
20070511,-1.038
20070514,0.705
20070515,-0.938
20070516,0.091
20070517,-0.174
20070518,-0.567
20070521,0.900
20070522,0.699
20070523,0.142
20070524,-0.046
20070525,-1.227
20070528,0.607
20070529,0.482
20070530,-0.478
20070531,1.621
20070601,0.464
20070604,0.081
20070605,0.446
20070606,-0.071
20070607,0.069
20070608,-1.531
20070611,0.311
20070612,-0.413
20070613,-0.159
20070614,0.616
20070615,0.722
20070618,0.986
20070619,0.078
20070620,0.264
20070621,0.157
20070622,-0.284
20070625,-0.558
20070626,-0.118
20070627,-1.207
20070628,0.464
20070629,1.143
20070702,0.044
20070703,0.020
20070704,0.104
20070705,0.290
20070706,-0.443
20070709,0.665
20070710,-0.051
20070711,-1.119
20070712,-0.363
20070713,1.407
20070717,-0.119
20070718,-1.113
20070719,0.559
20070720,0.228
20070723,-1.076
20070724,0.213
20070725,-0.801
20070726,-0.879
20070727,-2.391
20070730,0.032
20070731,-0.234
20070801,-2.215
20070802,0.668
20070803,-0.025
20070806,-0.386
20070807,0.043
20070808,0.633
20070809,0.826
20070810,-2.396
20070813,0.214
20070814,0.265
20070815,-2.215
20070816,-2.005
20070817,-5.570
20070820,2.960
20070821,1.068
20070822,-0.004
20070823,2.581
20070824,-0.414
20070827,0.322
20070828,-0.085
20070829,-1.701
20070830,0.877
20070831,2.538
20070903,-0.267
20070904,-0.634
20070905,-1.609
20070906,0.608
20070907,-0.833
20070910,-2.240
20070911,0.712
20070912,-0.506
20070913,0.149
20070914,1.917
