Date,NK_Open,NK_High,NK_Low,NK_Close,DOW,JPY,UST10,VIX
2015/05/08,19315.63,19458.75,19302.71,19379.19,17924.06055,119.73,2.178,15.13
2015/05/11,19637.58,19679.63,19586.81,19620.91,18191.10938,119.81,2.142,12.86
2015/05/12,19608.23,19626.75,19467.65,19624.84,18105.16992,120.08,2.287,13.85
2015/05/13,19568.76,19791.88,19494.7,19764.72,18068.23047,119.86,2.247,13.86
2015/05/14,19661.52,19717.8,19546.82,19570.24,18060.49023,119.16,2.295,13.76
2015/05/15,19693.17,19750.76,19633.75,19732.92,18252.24023,119.17,2.235,12.74
2015/05/18,19766.16,19890.27,19741.22,19890.27,18272.56055,119.29,2.148,12.38
2015/05/19,19977.14,20087.7,19946.75,20026.38,18298.88086,119.99,2.234,12.73
2015/05/20,20175.59,20278.89,20148.51,20196.56,18312.39063,120.69,2.29,12.85
2015/05/21,20215.46,20320.9,20175.78,20202.87,18285.40039,121.36,2.257,12.88
2015/05/22,20208.85,20278.31,20130.84,20264.41,18285.74023,121.04,2.195,12.11
2015/05/25,20331.92,20417.77,20318.54,20413.77,18232.01953,121.55,2.215,12.13
2015/05/26,20431.27,20473.85,20378.77,20437.48,18136.7793,121.56,2.204,13.095
2015/05/27,20380.64,20513.22,20363.21,20472.58,18041.53906,123.11,2.142,14.06
2015/05/28,20590.28,20655.33,20473.27,20551.46,18162.99023,123.67,2.13,13.27
2015/05/29,20510.27,20636.41,20508.4,20563.15,18126.11914,123.95,2.135,13.31
2015/06/01,20444.54,20595.41,20410.27,20569.87,18010.67969,124.14,2.123,13.84
2015/06/02,20604.67,20619.61,20470.26,20543.19,18040.36914,124.78,2.183,13.97
2015/06/03,20443.15,20506.35,20397.73,20473.51,18011.93945,124.11,2.266,14.24
2015/06/04,20539.94,20552.46,20438.21,20488.19,18076.26953,124.25,2.361,13.66
2015/06/05,20398.76,20480.25,20363.18,20460.9,17905.58008,124.38,2.309,14.71
2015/06/08,20537.85,20544.94,20359.06,20457.19,17849.46094,125.62,2.409,14.21
2015/06/09,20293.05,20332.42,20095.48,20096.3,17766.55078,124.48,2.382,15.29
2015/06/10,20126.36,20264.92,20016.32,20046.36,17764.03906,124.34,2.442,14.47
2015/06/11,20183.61,20382.97,20178.04,20382.97,18000.40039,122.67,2.486,13.22
2015/06/12,20431.78,20437.26,20331.19,20407.08,18039.36914,123.42,2.381,12.85
2015/06/15,20205.1,20401.48,20205.1,20387.79,17898.83984,123.39,2.39,13.78
2015/06/16,20332.83,20368.21,20234.16,20257.94,17791.16992,123.42,2.36,15.39
2015/06/17,20306.1,20323.08,20126.57,20219.27,17904.48047,123.36,2.309,14.81
2015/06/18,20193.59,20200.51,19990.55,19990.82,17935.74023,123.44,2.32,14.5
2015/06/19,20152.41,20194.45,20075.91,20174.24,18115.83984,122.97,2.334,13.19
2015/06/22,20174.14,20433.3,20174.14,20428.19,18015.94922,122.67,2.261,13.96
2015/06/23,20547.74,20809.42,20531.13,20809.42,18119.7793,123.38,2.374,12.74
2015/06/24,20889.32,20952.71,20838.22,20868.03,18144.07031,123.95,2.414,12.11
2015/06/25,20777.69,20866.58,20758.6,20771.4,17966.07031,123.85,2.373,13.26
2015/06/26,20758.43,20785.76,20650,20706.15,17890.35938,123.62,2.412,14.01
2015/06/29,20305.97,20361.6,20093.16,20109.95,17946.67969,123.86,2.474,14.02
2015/06/30,20174.61,20243.18,20118.26,20235.73,17596.34961,122.54,2.328,18.85
2015/07/01,20291.05,20346.74,20225.27,20329.32,17619.50977,122.5,2.349,18.23
2015/07/02,20565.94,20601.73,20479.85,20522.5,17757.91016,123.17,2.427,16.09
2015/07/03,20476.69,20557.51,20431.25,20539.79,17730.10938,123.06,2.386,16.79
2015/07/06,20200.15,20310.72,20012.23,20112.12,17706.84473,122.81,2.338,16.9
2015/07/07,20354.23,20428,20337.18,20376.59,17683.58008,122.58,2.29,17.01
2015/07/08,20282.49,20310.89,19737.64,19737.64,17776.91016,122.55,2.255,16.09
2015/07/09,19422.78,19855.5,19115.2,19855.5,17515.41992,120.7,2.197,19.66
2015/07/10,19829.93,19978.24,19720.15,19779.83,17548.61914,121.34,2.317,19.97
2015/07/13,19929.92,20120.15,19911.39,20089.77,17760.41016,122.75,2.401,16.83
2015/07/14,20355.33,20435.53,20322.2,20385.33,17977.67969,123.44,2.446,13.9
2015/07/15,20478.85,20496.6,20401.09,20463.33,18053.58008,123.38,2.397,13.37
2015/07/16,20588.98,20612.5,20522.25,20600.12,18050.16992,123.78,2.356,13.23
2015/07/17,20646.63,20658.95,20611.22,20650.92,18120.25,124.16,2.356,12.11
2015/07/21,20763.31,20850,20710.34,20841.97,18086.44922,124.08,2.347,11.95
2015/07/22,20657.8,20677.84,20576.19,20593.67,17919.28906,123.89,2.331,12.22
2015/07/23,20693.57,20708.23,20648.76,20683.95,17851.03906,123.97,2.327,12.12
2015/07/24,20603.63,20631.54,20527.78,20544.53,17731.91992,123.92,2.269,12.64
2015/07/27,20374.05,20486.93,20278.73,20350.1,17568.5293,123.82,2.262,13.74
2015/07/28,20188.57,20423.58,20070.62,20328.89,17440.58984,123.25,2.216,15.6
2015/07/29,20425.69,20425.69,20205.21,20302.91,17630.26953,123.56,2.25,13.44
2015/07/30,20450.61,20583.57,20443.89,20522.83,17751.39063,123.94,2.289,12.5
2015/07/31,20506.55,20585.24,20466.8,20585.24,17745.98047,124.14,2.257,12.13
2015/08/03,20540.21,20562.2,20396.5,20548.11,17689.85938,123.94,2.187,12.12
2015/08/04,20462.18,20552.04,20448.49,20520.36,17598.19922,124.03,2.15,12.56
2015/08/05,20490.15,20715.48,20469.87,20614.06,17550.68945,124.39,2.223,13
2015/08/06,20768.77,20817.48,20664.44,20664.44,17540.4707,124.9,2.27,12.51
2015/08/07,20601.57,20754,20567.51,20724.56,17419.75,124.74,2.227,13.77
2015/08/10,20618.31,20820.86,20617.05,20808.69,17373.38086,124.22,2.166,13.39
2015/08/11,20920.6,20946.93,20582.01,20720.75,17615.16992,124.63,2.232,12.23
2015/08/12,20632.68,20703.2,20303.02,20392.77,17402.83984,125.13,2.143,13.71
2015/08/13,20392.54,20633.91,20306.98,20595.55,17402.50977,124.21,2.148,13.61
2015/08/14,20518.36,20605.46,20484.67,20519.45,17408.25,124.42,2.189,13.49
2015/08/17,20600.16,20668.87,20541,20620.26,17477.40039,124.31,2.201,12.83
2015/08/18,20640.59,20663.18,20545.25,20554.47,17545.17969,124.39,2.17,13.02
2015/08/19,20467.49,20521.97,20218.03,20222.63,17511.33984,124.41,2.192,13.79
2015/08/20,20194.26,20246.47,20033.29,20033.52,17348.73047,123.81,2.129,15.25
2015/08/21,19711.34,19737.54,19435.83,19435.83,16990.68945,123.41,2.073,19.14
2015/08/24,19075.05,19154.65,18498.8,18540.68,16459.75,122.03,2.045,28.03
2015/08/25,18171.66,18835.35,17747.5,17806.7,15871.34961,118.42,2.012,40.74
2015/08/26,17894.29,18442.84,17714.3,18376.83,15666.44043,118.88,2.078,36.02
2015/08/27,18680.47,18810.05,18486.46,18574.44,16285.50977,119.92,2.18,30.32
2015/08/28,18908.73,19192.82,18901.09,19136.32,16654.76953,121.03,2.191,26.1
2015/08/31,19006.98,19019.61,18749.77,18890.48,16643.00977,121.72,2.184,26.05
2015/09/01,18763.72,18777.47,18165.69,18165.69,16528.0293,121.22,2.214,28.43
2015/09/02,17861.81,18467.44,17857.3,18095.4,16058.34961,119.38,2.159,31.4
2015/09/03,18359.53,18481.57,18176.75,18182.39,16351.37988,120.33,2.188,26.09
2015/09/04,18312.13,18312.13,17608.17,17792.16,16374.75977,120.08,2.163,25.61
2015/09/07,17674.82,18013.64,17478.72,17860.47,16102.37988,119,2.131,27.8
2015/09/08,17941.91,17962.56,17415.61,17427.08,16297.52979,119.28,2.151,26.35
2015/09/09,17758.13,18770.51,17756.76,18770.51,16492.67969,119.81,2.186,24.9
2015/09/10,18418.64,18420.56,17956.15,18299.62,16253.57031,120.51,2.195,26.23
2015/09/11,18155.71,18362.99,18124.35,18264.22,16330.40039,120.61,2.227,24.37
2015/09/14,18341.01,18344.07,17925.09,17965.7,16433.08984,120.58,2.187,23.2
2015/09/15,18082.72,18329.57,17995.98,18026.48,16370.95996,120.23,2.183,24.25
2015/09/16,18238.15,18291.97,18094.99,18171.6,16599.84961,120.44,2.292,22.54
2015/09/17,18361.99,18468.2,18289.63,18432.27,16739.94922,120.56,2.296,21.35
2015/09/18,18275.48,18295.9,18069.5,18070.21,16674.74023,120,2.192,21.14
2015/09/24,17803.41,17865.84,17571.83,17571.83,16384.58008,120,2.134,22.28
2015/09/25,17618.3,17880.51,17483.69,17880.51,16201.32031,120.08,2.128,23.47
2015/09/28,17811.12,17886.49,17562.6,17645.11,16314.66992,120.58,2.166,23.62
2015/09/29,17359.38,17366.95,16901.49,16930.84,16001.88965,119.92,2.098,27.63
2015/09/30,17193.84,17460.97,17179.4,17388.15,16049.12988,119.73,2.06,26.83
2015/10/01,17479.97,17831.58,17389.57,17722.42,16284.7002,119.86,2.035,24.5
2015/10/02,17564.39,17775.77,17537.85,17725.13,16272.00977,119.94,2.042,22.55
2015/10/05,17921,18079.46,17869.74,18005.49,16472.36914,119.91,1.991,20.94
2015/10/06,18302.41,18372.72,18094.85,18186.1,16776.42969,120.46,2.058,19.54
2015/10/07,18168.2,18379.23,18043.08,18322.98,16790.18945,120.25,2.035,19.4
2015/10/08,18310.62,18400.69,18121.68,18141.17,16912.28906,120.02,2.065,18.4
2015/10/09,18281.51,18438.67,18184.96,18438.67,17050.75,119.94,2.102,17.42
2015/10/13,18335.15,18359.71,18223.8,18234.74,17084.49023,120.28,2.09,17.08
2015/10/14,18106.66,18126.39,17831.53,17891,17081.89063,119.75,2.042,17.67
2015/10/15,17804.91,18170.67,17758.12,18096.9,16924.75,118.83,1.975,18.03
2015/10/16,18300.83,18397.52,18238.78,18291.8,17141.75,118.89,2.019,16.05
2015/10/19,18282.78,18314.09,18078.43,18131.23,17215.9707,119.44,2.035,15.05
2015/10/20,18245.54,18253.13,18147.98,18207.15,17230.53906,119.5,2.023,14.98
2015/10/21,18167.64,18605.41,18167.64,18554.28,17217.10938,119.84,2.069,15.75
2015/10/22,18443.69,18579.14,18376.01,18435.87,17168.60938,119.95,2.028,16.7
2015/10/23,18762.65,18915.64,18746.61,18825.3,17489.16016,120.69,2.028,14.45
2015/10/26,19036.13,19088.76,18937.45,18947.12,17646.69922,121.47,2.087,14.46
2015/10/27,18961.16,18964.99,18760.79,18777.04,17623.05078,121.09,2.058,15.29
2015/10/28,18826.94,18925.51,18815.12,18903.02,17581.42969,120.46,2.037,15.43
2015/10/29,19046.16,19080.89,18809.48,18935.71,17779.51953,121.09,2.101,14.33
2015/10/30,18924.31,19202.34,18784.69,19083.1,17755.80078,121.13,2.172,14.61
2015/11/02,18827.11,18861.11,18641.22,18683.24,17663.53906,120.62,2.146,15.07
2015/11/04,18941.32,19151.89,18926.91,18926.91,17828.75977,120.75,2.176,14.15
2015/11/05,19029.44,19167.09,18995.96,19116.41,17867.58008,121.56,2.227,15.51
2015/11/06,19194.34,19294.15,19164.86,19265.6,17863.42969,121.75,2.236,15.05
2015/11/09,19411.51,19684.41,19389.74,19642.74,17910.33008,123.16,2.325,14.33
2015/11/10,19457.05,19674.05,19457.05,19671.26,17730.48047,123.19,2.349,16.52
2015/11/11,19602.01,19724.12,19602.01,19691.39,17758.21094,123.14,2.336,15.29
2015/11/12,19644.65,19725.83,19597.99,19697.77,17702.2207,122.84,2.331,16.06
2015/11/13,19495.26,19601.49,19388.91,19596.91,17448.07031,122.61,2.315,18.37
2015/11/16,19263.96,19451.09,19252.04,19393.69,17245.24023,122.64,2.275,20.08
2015/11/17,19641.67,19726.01,19628.84,19630.63,17483.00977,123.17,2.271,18.16
2015/11/18,19771.86,19840,19643.97,19649.18,17489.5,123.45,2.268,18.84
2015/11/19,19851.24,19959.06,19761.56,19859.81,17737.16016,123.64,2.273,16.85
2015/11/20,19800.2,19879.81,19715.74,19879.81,17732.75,122.86,2.247,16.99
2015/11/24,19875.99,19954,19834.76,19924.89,17823.81055,122.91,2.264,15.47
2015/11/25,19856.84,19871.75,19786.53,19847.58,17812.18945,122.53,2.239,15.93
2015/11/26,19929.97,19992.44,19926.1,19944.41,17813.39063,122.72,2.234,15.19
2015/11/27,19994.05,19994.05,19831.25,19883.94,17813.39063,122.62,2.224,15.155
2015/11/30,19857.38,19867.95,19707.67,19747.47,17813.39063,122.84,2.222,15.12
2015/12/01,19799.08,20012.4,19797.55,20012.4,17719.91992,123.1,2.208,16.13
2015/12/02,19957.5,20002.12,19926.22,19938.13,17888.34961,122.87,2.145,14.67
2015/12/03,19894.63,19967.88,19862.74,19939.9,17729.67969,123.25,2.178,15.91
2015/12/04,19616.52,19660.9,19444.54,19504.48,17477.66992,122.61,2.321,18.11
2015/12/07,19710.39,19811.51,19677.21,19698.15,17847.63086,123.17,2.273,14.81
2015/12/08,19689.87,19764.21,19475.28,19492.6,17730.50977,123.38,2.236,15.84
2015/12/09,19391.5,19475.4,19260.12,19301.07,17568,122.92,2.222,17.6
2015/12/10,19070.02,19125.06,19025.78,19046.55,17492.30078,121.44,2.211,19.61
2015/12/11,19020.75,19282.21,19020.75,19230.48,17574.75,121.6,2.234,19.34
2015/12/14,18887.09,18911.78,18611.09,18883.42,17265.21094,120.86,2.132,24.39
2015/12/15,18869.04,18897.87,18562.51,18565.9,17368.5,121.03,2.225,22.73
2015/12/16,18868.2,19054.89,18859.11,19049.91,17524.91016,121.68,2.268,20.95
2015/12/17,19364.57,19507.17,19325.15,19353.56,17749.08984,122.22,2.298,17.86
2015/12/18,19320.46,19869.08,18982.25,18986.8,17495.83984,122.56,2.225,18.94
2015/12/21,18845.5,18979.83,18651.13,18916.02,17128.55078,121.22,2.204,20.7
2015/12/22,18927.86,18943.46,18824.65,18886.7,17251.61914,121.19,2.195,18.7
2015/12/24,19071.41,19071.41,18780.94,18789.69,17417.26953,121.08,2.237,16.6
2015/12/25,18823.91,18870.7,18744.44,18769.06,17552.16992,120.44,2.245,15.74
2015/12/28,18838.91,18922.9,18764.54,18873.35,17540.21973,120.42,2.2385,16.325
2015/12/29,18843.39,18991.01,18783.36,18982.23,17528.26953,120.41,2.232,16.91
2015/12/30,19070.83,19113.18,19017.27,19033.71,17720.98047,120.47,2.308,16.08
2016/01/04,18818.58,18951.12,18394.43,18450.98,17603.86914,120.52,2.294,17.29
2016/01/05,18398.76,18547.38,18327.52,18374,17148.93945,119.44,2.243,20.7
2016/01/06,18410.57,18469.38,18064.3,18191.32,17158.66016,119.06,2.239,19.34
2016/01/07,18139.77,18172.04,17767.34,17767.34,16906.50977,118.47,2.17,20.59
2016/01/08,17562.23,17975.31,17509.64,17697.96,16514.09961,117.68,2.149,24.99
2016/01/12,17470.93,17546.57,17184.78,17218.96,16346.4502,117.45,2.116,27.01
2016/01/13,17449.12,17717.75,17414.55,17715.63,16516.2207,117.64,2.105,22.47
2016/01/14,17384.93,17393.83,16944.41,17240.95,16151.41016,117.69,2.091,25.22
2016/01/15,17522.46,17597.87,17057.6,17147.11,16379.04981,118.05,2.091,23.95
2016/01/18,16826.93,17037.26,16665.05,16955.57,15988.08008,117.06,2.037,27.02
2016/01/19,16902.29,17088.31,16812.65,17048.37,16002.0498,117.34,2.045,26.535
2016/01/20,17030.28,17031.32,16387.61,16416.19,16016.01953,117.64,2.056,26.05
2016/01/21,16466.86,16734.58,16017.26,16017.26,15766.74023,116.94,1.988,27.59
2016/01/22,16336.72,16993.96,16332.45,16958.53,15882.67969,117.7,2.028,26.69
2016/01/25,17145.81,17208.24,16922.21,17110.91,16093.50977,118.78,2.057,22.34
2016/01/26,16833.13,16839.52,16652.26,16708.9,15885.21973,118.3,2.006,24.15
2016/01/27,16949.19,17242.27,16947.95,17163.92,16167.23047,118.42,2.003,22.5
2016/01/28,17059.84,17235.44,16942.13,17041.45,15944.45996,118.67,2.003,23.11
2016/01/29,17155.06,17638.93,16767.09,17518.3,16069.63965,118.83,1.982,22.42
2016/02/01,17699.6,17905.37,17666.48,17865.23,16466.30078,121.06,1.923,20.2
2016/02/02,17716.52,17864.7,17684.66,17750.68,16449.17969,120.98,1.95,19.98
2016/02/03,17497.41,17515.68,17080.57,17191.25,16153.54004,119.97,1.852,21.98
2016/02/04,17071.11,17209.56,16941.88,17044.99,16336.66016,117.92,1.883,21.65
2016/02/05,16790.53,16893.12,16627.8,16819.59,16416.58008,116.77,1.846,21.84
2016/02/08,16620.91,17099.01,16552.3,17004.3,16204.96973,116.9,1.843,23.38
2016/02/09,16666.79,16668.7,16025.94,16085.44,16027.04981,115.84,1.748,26
2016/02/10,16127.86,16163.03,15429.99,15713.39,16014.37988,115.11,1.731,26.54
2016/02/12,15426.27,15437.22,14865.77,14952.61,15914.74023,113.34,1.673,26.29
2016/02/15,15248.38,16155.1,15243.88,16022.58,15973.83984,113.22,1.746,25.4
2016/02/16,15849.47,16341.56,15809.58,16054.43,16085.125,114.58,1.772,24.755
2016/02/17,16035.35,16214.46,15632.12,15836.36,16196.41016,114.08,1.779,24.11
2016/02/18,16138.08,16337.59,16118.8,16196.8,16453.83008,114.11,1.816,22.31
2016/02/19,16050.4,16050.46,15799.35,15967.17,16413.42969,113.25,1.741,21.64
2016/02/22,15851.39,16187.4,15816.83,16111.05,16391.99023,112.57,1.743,20.53
2016/02/23,16230.38,16350.38,16001.19,16052.05,16620.66016,112.92,1.755,19.38
2016/02/24,15851.13,16006.45,15753.77,15915.79,16431.7793,112.11,1.716,20.98
2016/02/25,15983.47,16218.29,15953.93,16140.34,16484.99023,112.19,1.752,20.72
2016/02/26,16311.52,16472.5,16188.41,16188.41,16697.28906,113,1.714,19.11
2016/02/29,16313.31,16464.75,16026.76,16026.76,16639.9707,114,1.764,19.81
2016/03/01,16013,16099.42,15857.37,16085.51,16516.5,112.69,1.738,20.55
2016/03/02,16391.48,16815.25,16388.92,16746.55,16865.08008,114.01,1.827,17.7
2016/03/03,16695.78,16962.95,16691.94,16960.16,16899.32031,113.48,1.835,17.09
2016/03/04,16927.36,17042.92,16861.38,17014.78,16943.90039,113.69,1.835,16.7
2016/03/07,17024.64,17026.25,16894.58,16911.32,17006.76953,113.76,1.876,16.86
2016/03/08,16889.48,16909.79,16570.22,16783.15,17073.94922,113.47,1.904,17.35
2016/03/09,16625.59,16706.25,16494.8,16642.2,16964.09961,112.61,1.831,18.67
2016/03/10,16811,16887.6,16713.13,16852.35,17000.35938,113.34,1.879,18.34
2016/03/11,16610.18,17015.3,16575.75,16938.87,16995.13086,113.19,1.936,18.05
2016/03/14,17155.52,17291.35,17149.21,17233.75,17213.31055,113.81,1.98,16.5
2016/03/15,17219.89,17279.3,17042.56,17117.07,17229.13086,113.83,1.961,16.92
2016/03/16,16981.36,17102.45,16950.84,16974.45,17251.5293,113.19,1.968,16.84
2016/03/17,17107.6,17253.03,16814.84,16936.38,17325.75977,112.59,1.913,14.99
2016/03/18,16883.75,16920.91,16613.69,16724.81,17481.49023,111.39,1.898,14.44
2016/03/22,16937.31,17107.8,16851.21,17048.55,17602.30078,111.57,1.877,14.02
2016/03/23,17066.27,17142.08,16964.31,17000.98,17582.57031,112.38,1.944,14.17
2016/03/24,16979.39,17041.16,16843.99,16892.33,17502.58984,112.38,1.879,14.94
2016/03/25,16949.53,17026.14,16889.4,17002.75,17515.73047,112.91,1.9,14.74
2016/03/28,17129.27,17167.88,16961.41,17134.37,17525.56055,113.07,1.8915,14.99
2016/03/29,16985.28,17137.2,16948.43,17103.53,17535.39063,113.45,1.883,15.24
2016/03/30,17078.03,17078.03,16875.91,16878.96,17633.10938,112.69,1.804,13.82
2016/03/31,16997.14,17033.65,16758.67,16758.67,17716.66016,112.42,1.828,13.56
2016/04/01,16719.56,16719.56,16113.01,16164.16,17685.08984,112.58,1.77,13.95
2016/04/04,16087.76,16238.51,16029.5,16123.27,17792.75,111.67,1.774,13.1
2016/04/05,16044.23,16066.18,15698.55,15732.82,17737,111.33,1.762,14.12
2016/04/06,15727.7,15828.61,15612.91,15715.36,17603.32031,110.33,1.72,15.42
2016/04/07,15739.26,15871.1,15636.21,15749.84,17716.05078,109.8,1.758,14.09
2016/04/08,15597.04,16027.63,15471.8,15821.52,17541.96094,108.22,1.687,16.16
2016/04/11,15761.57,15778.74,15525.49,15751.13,17576.96094,108.06,1.717,15.36
2016/04/12,15719.24,15963.03,15693.61,15928.79,17556.41016,107.94,1.722,16.26
2016/04/13,16142.71,16405.59,16132.23,16381.22,17721.25,108.55,1.776,14.85
2016/04/14,16629.83,16911.05,16602.17,16911.05,17908.2793,109.34,1.766,13.84
2016/04/15,16720.39,16928.67,16720.39,16848.03,17926.42969,109.4,1.792,13.72
2016/04/18,16521.25,16526.9,16254.2,16275.95,17897.46094,108.77,1.754,13.62
2016/04/19,16582.66,16900.33,16570.5,16874.44,18004.16016,108.83,1.771,13.35
2016/04/20,17053.83,17099.36,16870.73,16906.54,18053.59961,109.2,1.787,13.24
2016/04/21,17187.27,17381.7,17144.53,17363.62,18096.26953,109.84,1.845,13.28
2016/04/22,17220.47,17572.49,17192.39,17572.49,17982.51953,109.45,1.865,13.95
2016/04/25,17613.56,17613.56,17403.87,17439.3,18003.75,111.79,1.891,13.22
2016/04/26,17358.56,17426.02,17200.5,17353.28,17977.24023,111.2,1.915,14.08
2016/04/27,17369.68,17417.54,17230.23,17290.49,17990.32031,111.31,1.931,13.96
2016/04/28,17438.99,17572.27,16652.74,16666.05,18041.55078,111.47,1.853,13.77
2016/05/02,16357.1,16357.1,15975.47,16147.38,17830.75977,108.11,1.824,15.22
2016/05/06,16212.67,16271.61,15989.35,16106.72,17891.16016,106.42,1.872,14.68
2016/05/09,16226.57,16292.86,16159.31,16216.03,17740.63086,107.12,1.779,14.72
2016/05/10,16307.5,16587.63,16229.15,16565.19,17705.91016,108.33,1.751,14.57
2016/05/11,16736.72,16814.64,16536.61,16579.01,17928.34961,109.27,1.754,13.63
2016/05/12,16459.69,16658.07,16374.59,16646.34,17711.11914,108.42,1.735,14.69
2016/05/13,16804.17,16804.17,16400.87,16412.21,17720.5,109.03,1.748,14.41
2016/05/16,16391.92,16632.62,16391.92,16466.4,17535.32031,108.61,1.702,15.04
2016/05/17,16618.95,16655.89,16509.31,16652.8,17710.71094,109.03,1.757,14.68
2016/05/18,16611.4,16795.47,16513.17,16644.69,17529.98047,109.14,1.772,15.57
2016/05/19,16807.46,16841.04,16590.16,16646.66,17526.61914,110.19,1.859,15.95
2016/05/20,16594.99,16770.87,16548.34,16736.35,17435.40039,109.97,1.847,16.33
2016/05/23,16671.28,16691.5,16417.84,16654.6,17500.93945,110.15,1.844,15.2
2016/05/24,16605.04,16605.04,16471.37,16498.76,17492.92969,109.23,1.835,15.82
2016/05/25,16764.35,16806.03,16731.12,16757.35,17706.05078,109.99,1.865,14.42
2016/05/26,16927.69,16957.56,16743.17,16772.46,17851.50977,110.19,1.872,13.9
2016/05/27,16830.5,16901.09,16792.73,16834.84,17828.28906,109.77,1.83,13.43
2016/05/30,16973.72,17068.02,16910.19,17068.02,17873.2207,110.23,1.851,13.12
2016/05/31,17029.46,17251.36,16988.64,17234.98,17830.20996,111.13,1.862,13.655
2016/06/01,17097.22,17145.95,16908.92,16955.73,17787.19922,110.71,1.851,14.19
2016/06/02,16817.26,16819.85,16525.47,16562.55,17789.66992,109.53,1.839,14.2
2016/06/03,16599.51,16716.14,16554.6,16642.23,17838.56055,108.86,1.799,13.63
2016/06/06,16373.32,16581.3,16322.64,16580.03,17807.06055,106.53,1.702,13.47
2016/06/07,16651.05,16701.01,16536.23,16675.45,17920.33008,107.56,1.737,13.65
2016/06/08,16722.49,16830.92,16581.71,16830.92,17938.2793,107.36,1.716,14.05
2016/06/09,16742.03,16785.83,16587.77,16668.41,18005.05078,106.98,1.704,14.08
2016/06/10,16637.51,16643.36,16496.11,16601.36,17985.18945,107.09,1.682,14.64
2016/06/13,16319.11,16335.38,16019.18,16019.18,17865.33984,106.98,1.644,17.03
2016/06/14,16001.19,16082.5,15762.09,15859,17732.48047,106.25,1.613,20.97
2016/06/15,15799.07,15997.3,15752.01,15919.58,17674.82031,106.11,1.613,20.5
2016/06/16,15871.22,15913.08,15395.98,15434.14,17640.16992,106.02,1.575,20.14
2016/06/17,15631.79,15774.87,15582.94,15599.66,17733.09961,104.25,1.579,19.37
2016/06/20,15839.06,16035.44,15835.86,15965.3,17675.16016,104.12,1.611,19.41
2016/06/21,15875.81,16202.3,15770.96,16169.11,17804.86914,103.94,1.678,18.37
2016/06/22,16095.81,16160.99,15980.65,16065.72,17829.73047,104.75,1.709,18.48
2016/06/23,16098.61,16263.87,16057.86,16238.35,17780.83008,104.41,1.687,21.17
2016/06/24,16333.87,16389.17,14864.01,14952.02,18011.07031,106.16,1.744,17.25
2016/06/27,15153.08,15323.95,15061.66,15309.21,17400.75,102.23,1.562,25.76
2016/06/28,15094.71,15443.82,14987.79,15323.14,17140.24023,102,1.444,23.85
2016/06/29,15523.35,15626.66,15398.31,15566.83,17409.7207,102.76,1.465,18.75
2016/06/30,15752.71,15781.69,15575.92,15575.92,17694.67969,102.83,1.517,16.64
2016/07/01,15698.02,15765,15635.57,15682.48,17929.99023,103.29,1.475,15.63
2016/07/04,15554.04,15805.31,15553.92,15775.8,17949.36914,102.53,1.456,14.77
2016/07/05,15682.16,15702.04,15602.73,15669.33,17894.99414,102.56,1.441,15.175
2016/07/06,15434.46,15434.46,15167.98,15378.99,17840.61914,101.72,1.375,15.58
2016/07/07,15346.81,15418.9,15241.91,15276.24,17918.61914,101.33,1.373,14.96
2016/07/08,15326.84,15399.7,15106.52,15106.98,17895.88086,100.78,1.385,14.76
2016/07/11,15375.94,15816.67,15375.94,15708.82,18146.74023,100.55,1.358,13.2
2016/07/12,15961.3,16237.62,15956.91,16095.65,18226.92969,102.81,1.43,13.54
2016/07/13,16343,16444.25,16196.44,16231.43,18347.66992,104.69,1.507,13.55
2016/07/14,16242.2,16398.73,16229.26,16385.89,18372.11914,104.5,1.473,13.04
2016/07/15,16396.12,16607.32,16396.12,16497.85,18506.41016,105.34,1.537,12.82
2016/07/19,16612.09,16726.71,16514.66,16723.31,18516.55078,104.84,1.558,12.67
2016/07/20,16646.92,16692.84,16554.03,16681.89,18559.00977,106.12,1.558,11.97
2016/07/21,16855.18,16938.96,16740,16810.22,18595.0293,106.84,1.58,11.77
2016/07/22,16612.9,16691.81,16566.98,16627.25,18517.23047,105.81,1.556,12.74
2016/07/25,16655.81,16778.65,16612.33,16620.29,18570.84961,106.08,1.566,12.02
2016/07/26,16535.81,16535.81,16323.1,16383.04,18493.06055,105.78,1.575,12.87
2016/07/27,16526.06,16821.43,16526.06,16664.82,18473.75,104.66,1.563,13.05
2016/07/28,16596.15,16616.28,16450.28,16476.84,18472.16992,105.4,1.503,12.83
2016/07/29,16359.68,16679.19,16174.35,16569.27,18456.34961,105.27,1.508,12.72
2016/08/01,16415.31,16677.49,16319.15,16635.77,18432.24023,102.06,1.45,11.87
2016/08/02,16469.68,16541.88,16391.45,16391.45,18404.50977,102.39,1.52,12.44
2016/08/03,16227.28,16275.34,16056.67,16083.11,18313.76953,100.89,1.554,13.37
2016/08/04,16168.34,16270.12,15921.04,16254.89,18355,101.23,1.545,12.86
2016/08/05,16278.99,16355.98,16230.7,16254.45,18352.05078,101.22,1.502,12.42
2016/08/08,16462.29,16652.04,16455.57,16650.57,18543.5293,101.81,1.59,11.39
2016/08/09,16632.41,16779.59,16630.56,16764.97,18529.28906,102.44,1.592,11.5
2016/08/10,16699.08,16822.86,16657.59,16735.12,18533.05078,101.89,1.549,11.66
